,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y
3456,22,?,113175.0,12,6,?,0,1,0.0,0,20.0,3,0,2
3457,21,0,151158.0,12,6,1,0,1,0.0,0,25.0,3,0,2
3458,35,0,465326.0,13,7,10,0,0,0.0,0,40.0,3,0,5
3459,21,?,356772.0,6,6,?,0,1,0.0,0,40.0,3,0,4
3460,38,0,364782.0,6,7,6,0,0,0.0,0,40.0,3,1,5
3461,55,0,198385.0,8,2,11,0,1,0.0,0,20.0,?,0,4
3462,31,0,329301.0,6,4,4,0,0,0.0,0,55.0,3,0,1
3463,17,3,254859.0,11,6,1,0,0,0.0,0,20.0,3,0,2
3464,31,0,203488.0,13,7,3,0,0,7298.0,0,50.0,3,1,5
3465,25,5,222800.0,13,6,1,0,0,0.0,0,40.0,3,0,1
3466,39,0,96452.0,10,7,13,0,0,0.0,0,55.0,3,1,5
3467,50,0,170050.0,8,7,12,0,0,0.0,0,40.0,3,0,5
3468,38,5,116580.0,13,7,1,0,1,0.0,0,20.0,3,1,0
3469,50,0,400004.0,12,7,10,0,0,0.0,0,60.0,3,0,5
3470,63,0,183608.0,2,7,13,0,0,0.0,0,40.0,3,0,5
3471,31,0,194055.0,6,7,4,0,0,0.0,0,50.0,3,0,5
3472,23,0,210443.0,13,6,1,0,1,0.0,0,40.0,3,0,2
3473,18,0,43272.0,12,6,11,0,0,0.0,0,20.0,3,0,2
3474,43,5,108945.0,13,4,1,0,1,0.0,0,48.0,3,0,4
3475,34,0,114691.0,12,7,13,0,0,0.0,0,50.0,3,1,5
3476,18,0,304169.0,11,6,10,0,0,0.0,0,35.0,3,0,2
3477,46,0,503923.0,6,7,12,1,0,4386.0,0,40.0,3,1,5
3478,35,0,340428.0,13,6,10,0,1,0.0,0,40.0,3,1,4
3479,46,1,106705.0,10,6,13,0,1,0.0,0,38.0,3,0,1
3480,59,0,146391.0,1,7,5,0,0,7298.0,0,40.0,3,1,5
3481,31,0,235389.0,8,6,14,0,1,0.0,0,30.0,1,0,1
3482,27,0,39665.0,6,4,10,0,1,0.0,0,37.0,3,0,4
3483,41,0,113823.0,10,7,1,0,0,0.0,0,40.0,1,0,5
3484,42,0,217826.0,6,6,6,1,0,0.0,0,40.0,?,0,2
3485,55,0,349304.0,13,7,13,0,0,0.0,0,40.0,3,1,5
3486,34,?,197688.0,6,6,?,1,1,0.0,0,40.0,3,0,1
3487,44,0,54507.0,6,6,12,0,1,0.0,0,40.0,3,0,1
3488,26,0,117833.0,13,6,13,0,1,0.0,1669,50.0,3,0,1
3489,36,0,163396.0,1,7,1,0,1,0.0,0,40.0,3,1,0
3490,69,0,88566.0,3,7,11,0,0,1424.0,0,35.0,3,0,5
3491,33,0,323619.0,12,6,3,0,1,0.0,0,40.0,3,0,4
3492,30,0,75755.0,1,7,1,0,0,0.0,0,40.0,3,0,5
3493,35,0,148903.0,6,7,11,0,1,0.0,0,16.0,3,1,0
3494,25,0,40915.0,13,6,13,0,1,0.0,0,40.0,3,1,1
3495,21,0,182606.0,12,6,11,1,0,0.0,0,40.0,?,0,2
3496,18,0,131033.0,11,6,11,1,0,0.0,0,15.0,3,0,3
3497,35,6,168475.0,12,7,6,0,0,0.0,0,60.0,3,1,5
3498,20,0,121568.0,6,7,14,0,0,0.0,0,50.0,3,0,5
3499,26,0,139098.0,10,7,1,0,0,5013.0,0,40.0,3,0,5
3500,46,0,357338.0,13,7,5,0,0,0.0,0,40.0,3,0,5
3501,31,0,283268.0,13,6,1,0,1,0.0,0,36.0,3,0,4
3502,40,0,572751.0,15,7,6,0,0,5178.0,0,40.0,3,1,5
3503,40,0,315321.0,6,4,13,0,1,0.0,625,52.0,3,0,4
3504,31,0,120461.0,13,6,13,0,1,0.0,0,40.0,3,0,1
3505,32,6,65278.0,14,7,13,0,0,0.0,0,40.0,3,0,5
3506,23,6,208503.0,12,4,3,0,0,0.0,0,40.0,3,0,2
3507,25,5,112835.0,10,6,0,0,0,0.0,0,40.0,3,0,1
3508,37,0,265038.0,12,7,4,0,0,0.0,0,50.0,3,0,5
3509,18,0,89478.0,12,6,10,0,1,0.0,0,20.0,3,0,2
3510,55,0,276229.0,6,2,10,0,1,0.0,0,38.0,3,0,1
3511,52,0,366232.0,3,4,6,0,1,0.0,0,40.0,3,0,4
3512,26,0,152035.0,6,6,3,0,1,0.0,0,40.0,3,0,2
3513,37,0,205339.0,12,6,5,0,0,0.0,0,40.0,3,1,1
3514,39,0,75995.0,6,4,13,0,1,0.0,0,45.0,3,0,4
3515,62,6,192236.0,13,4,1,0,1,0.0,0,40.0,3,1,1
3516,19,?,188618.0,12,6,?,0,1,0.0,0,25.0,3,0,2
3517,47,0,229737.0,6,7,6,0,0,0.0,0,45.0,3,1,5
3518,51,5,199688.0,13,7,0,0,0,0.0,0,40.0,3,1,5
3519,55,0,52953.0,6,4,11,0,1,0.0,0,40.0,3,0,4
3520,30,0,221043.0,6,7,6,0,0,0.0,0,35.0,3,0,5
3521,59,4,115389.0,12,7,6,0,0,0.0,0,36.0,3,0,5
3522,45,6,204205.0,2,7,6,0,0,0.0,0,65.0,3,0,5
3523,52,0,338816.0,12,7,13,0,0,15024.0,0,45.0,3,1,5
3524,21,0,197387.0,6,6,14,0,0,0.0,0,20.0,3,0,2
3525,31,0,42485.0,6,7,12,0,0,0.0,0,55.0,3,0,5
3526,29,0,367706.0,12,6,3,1,0,0.0,0,40.0,3,0,2
3527,24,0,102493.0,6,7,14,0,0,0.0,0,40.0,3,0,5
3528,17,0,263746.0,2,6,11,0,0,0.0,0,24.0,3,0,2
3529,47,0,115358.0,6,4,12,1,1,0.0,0,40.0,3,0,1
3530,46,0,189680.0,12,7,10,0,0,0.0,0,50.0,3,1,5
3531,32,?,282622.0,6,4,?,0,1,0.0,0,28.0,3,0,4
3532,34,0,127651.0,2,6,8,0,0,0.0,0,44.0,?,0,1
3533,63,0,230823.0,5,7,4,0,0,0.0,0,40.0,3,0,5
3534,21,0,300812.0,12,6,11,0,0,0.0,0,25.0,3,0,2
3535,18,0,174732.0,6,6,11,1,0,0.0,0,36.0,3,0,3
3536,49,1,183710.0,14,7,13,0,0,0.0,0,50.0,3,1,5
3537,81,6,137018.0,6,2,3,0,1,0.0,0,20.0,3,0,1
3538,36,3,213008.0,9,7,13,0,0,0.0,0,40.0,3,1,5
3539,47,0,357848.0,6,7,6,0,0,0.0,0,40.0,3,1,5
3540,36,0,165799.0,10,7,10,0,0,0.0,0,50.0,3,1,5
3541,39,6,188571.0,1,7,8,0,0,0.0,0,60.0,3,0,5
3542,46,0,97883.0,13,6,10,0,1,0.0,0,35.0,3,0,1
3543,43,5,105862.0,12,7,3,0,1,0.0,1902,40.0,3,1,0
3544,39,5,57424.0,13,4,3,0,1,0.0,0,35.0,3,0,4
3545,29,0,151476.0,12,3,10,0,1,0.0,0,40.0,3,0,1
3546,23,0,129583.0,6,6,14,1,1,0.0,0,16.0,3,0,2
3547,57,0,180920.0,2,7,6,0,0,0.0,0,43.0,3,0,5
3548,38,6,182416.0,6,6,10,1,1,0.0,0,42.0,3,0,4
3549,25,0,251915.0,13,6,10,0,1,0.0,0,40.0,3,0,2
3550,39,5,187127.0,12,7,13,0,0,0.0,0,40.0,3,0,5
3551,24,0,69045.0,12,6,10,1,0,0.0,0,40.0,3,0,1
3552,56,0,192869.0,10,7,6,0,0,0.0,1977,44.0,3,1,5
3553,39,0,74163.0,5,4,10,0,1,0.0,0,40.0,3,0,1
3554,23,0,60847.0,1,6,10,0,1,0.0,0,60.0,3,0,4
3555,17,?,213055.0,11,6,?,2,1,0.0,0,20.0,3,0,1
3556,67,6,116057.0,6,4,13,0,1,3273.0,0,16.0,3,0,1
3557,41,0,82393.0,13,6,3,3,0,0.0,0,50.0,3,0,1
3558,24,5,134181.0,13,6,1,0,1,0.0,0,50.0,3,0,2
3559,51,0,159910.0,13,4,13,1,0,10520.0,0,40.0,3,1,1
3560,30,3,117570.0,6,4,11,0,1,0.0,0,60.0,3,0,1
3561,47,3,214169.0,6,7,8,0,0,15024.0,0,40.0,3,1,5
3562,56,0,56331.0,6,6,12,0,0,0.0,0,32.0,3,0,1
3563,51,0,35576.0,6,4,6,0,0,0.0,0,38.0,3,0,1
3564,57,6,149168.0,12,7,13,0,0,0.0,0,55.0,3,0,5
3565,34,0,157165.0,12,4,11,0,1,0.0,0,40.0,3,0,4
3566,24,0,278130.0,13,6,1,0,0,0.0,0,40.0,3,0,1
3567,57,0,257200.0,6,7,12,0,0,0.0,0,40.0,3,0,5
3568,38,0,283122.0,6,7,12,0,0,0.0,0,40.0,3,1,5
3569,23,0,580248.0,6,6,5,0,1,0.0,0,40.0,3,0,1
3570,35,0,230054.0,8,7,12,0,0,0.0,0,40.0,3,0,5
3571,58,0,519006.0,6,7,6,0,0,0.0,0,52.0,3,0,5
3572,19,?,37332.0,6,6,?,0,1,1055.0,0,12.0,3,0,2
3573,19,?,365871.0,8,6,?,0,0,0.0,0,40.0,3,0,1
3574,68,1,235882.0,14,7,1,0,0,0.0,2377,60.0,3,1,5
3575,43,0,336513.0,12,7,13,0,0,0.0,1902,40.0,3,1,5
3576,17,0,115551.0,11,6,11,0,1,0.0,0,20.0,3,0,2
3577,53,1,50048.0,14,7,1,0,0,7688.0,0,50.0,3,1,5
3578,37,3,382802.0,14,7,1,1,0,0.0,0,99.0,3,1,5
3579,21,?,180303.0,13,6,?,3,0,0.0,0,25.0,?,0,1
3580,63,0,106023.0,6,7,6,0,0,0.0,0,40.0,3,1,5
3581,31,0,332379.0,12,5,4,0,0,0.0,0,50.0,3,0,4
3582,29,0,95465.0,6,7,11,0,0,0.0,0,40.0,3,0,5
3583,43,5,96102.0,12,7,0,0,0,0.0,1887,40.0,3,1,5
3584,27,0,36440.0,15,6,1,0,1,0.0,0,65.0,3,1,1
3585,25,6,209384.0,6,6,11,0,0,0.0,0,32.0,3,0,3
3586,28,0,50814.0,6,6,1,0,1,0.0,0,40.0,3,0,1
3587,54,0,143865.0,6,4,10,0,1,0.0,0,35.0,3,0,4
3588,74,?,104661.0,12,2,?,0,1,0.0,0,12.0,3,0,1
3589,31,5,50442.0,12,6,13,4,1,0.0,0,32.0,3,0,2
3590,23,0,236601.0,12,6,5,0,0,0.0,0,48.0,3,0,1
3591,19,0,100999.0,13,6,1,0,1,0.0,0,30.0,3,0,2
3592,39,?,362685.0,7,2,?,0,1,0.0,0,20.0,3,0,1
3593,61,6,32423.0,6,7,8,0,1,22040.0,0,40.0,3,0,0
3594,59,?,154236.0,6,7,?,0,1,7688.0,0,40.0,3,1,0
3595,27,3,153546.0,1,7,11,0,1,0.0,0,36.0,3,1,0
3596,19,0,182355.0,12,6,3,1,1,0.0,0,20.0,3,0,2
3597,23,?,191444.0,6,6,?,0,0,0.0,0,40.0,3,0,2
3598,25,5,44216.0,6,4,3,4,1,0.0,0,35.0,3,0,1
3599,40,0,97688.0,12,7,5,0,0,0.0,0,48.0,3,1,5
3600,53,0,209022.0,11,4,11,0,1,0.0,0,37.0,3,0,1
3601,32,0,96016.0,13,6,1,0,0,0.0,0,45.0,3,0,1
3602,72,6,52138.0,14,7,1,0,0,0.0,2392,25.0,3,1,5
3603,61,0,159046.0,8,7,4,0,0,0.0,0,40.0,3,0,5
3604,42,0,138634.0,6,7,10,0,0,0.0,0,40.0,3,0,5
3605,17,0,130125.0,2,6,11,4,1,1055.0,0,20.0,3,0,2
3606,73,0,247355.0,6,7,4,0,0,0.0,0,16.0,3,0,5
3607,41,6,227065.0,12,3,6,0,0,0.0,0,40.0,3,0,1
3608,23,0,244771.0,12,6,12,1,1,0.0,0,20.0,3,0,2
3609,23,0,215616.0,6,6,1,0,1,0.0,0,40.0,3,0,1
3610,65,0,386672.0,1,7,3,0,0,0.0,0,15.0,3,0,5
3611,45,3,177543.0,6,7,10,0,1,0.0,0,50.0,3,0,0
3612,52,4,617021.0,13,7,5,1,0,7688.0,0,40.0,3,1,5
3613,24,5,117109.0,13,6,3,1,1,0.0,0,27.0,3,0,2
3614,23,0,373550.0,1,7,6,0,0,0.0,0,40.0,3,0,5
3615,30,0,19847.0,12,4,5,0,1,0.0,0,40.0,3,0,2
3616,26,0,189590.0,13,6,13,0,0,0.0,0,40.0,3,0,1
3617,37,6,58343.0,6,4,8,0,0,0.0,0,56.0,3,0,4
3618,17,0,354201.0,6,6,11,0,0,0.0,0,40.0,3,0,2
3619,31,0,119422.0,6,7,10,0,0,0.0,0,40.0,3,0,5
3620,52,0,363405.0,6,3,3,0,1,0.0,0,40.0,3,0,3
3621,63,0,181863.0,13,6,10,0,0,0.0,0,27.0,3,0,1
3622,27,0,194472.0,6,6,2,0,1,0.0,0,60.0,3,0,1
3623,31,0,247328.0,3,7,12,0,0,3137.0,0,40.0,3,0,5
3624,71,6,130731.0,6,2,3,0,1,0.0,0,35.0,3,0,1
3625,35,0,236910.0,13,7,13,0,0,0.0,0,60.0,3,0,5
3626,44,0,378251.0,6,7,3,0,1,0.0,0,38.0,3,0,0
3627,36,0,120760.0,10,7,1,3,0,0.0,0,40.0,2,0,5
3628,22,0,203182.0,13,6,13,0,1,0.0,0,20.0,3,0,3
3629,32,0,130304.0,6,7,1,0,0,0.0,1485,48.0,3,0,5
3630,30,5,352542.0,13,4,1,0,1,0.0,0,40.0,3,0,4
3631,60,?,191024.0,6,7,?,0,0,0.0,0,40.0,3,0,5
3632,25,0,197728.0,12,6,3,0,1,0.0,0,40.0,3,0,2
3633,76,0,316185.0,8,2,0,0,1,0.0,0,12.0,3,0,1
3634,41,0,89226.0,6,4,6,0,0,0.0,0,40.0,3,0,1
3635,26,0,292353.0,8,7,12,2,0,0.0,0,40.0,3,0,5
3636,45,0,304570.0,5,7,12,3,0,0.0,0,40.0,?,0,5
3637,32,0,180296.0,12,4,3,0,1,0.0,0,40.0,3,0,4
3638,22,0,361487.0,6,6,6,0,0,0.0,0,40.0,3,0,1
3639,39,0,218490.0,13,7,10,0,0,0.0,1848,40.0,3,1,5
3640,63,6,231777.0,13,6,4,0,0,0.0,0,40.0,3,0,1
3641,23,0,189832.0,9,6,4,0,1,0.0,0,40.0,3,0,4
3642,61,0,232308.0,2,7,12,0,0,0.0,0,40.0,3,0,5
3643,31,1,33308.0,1,7,6,0,0,0.0,0,40.0,3,0,5
3644,25,0,333677.0,3,7,12,0,0,0.0,0,45.0,3,0,5
3645,33,0,170651.0,6,6,11,0,1,1055.0,0,40.0,3,0,2
3646,39,0,343403.0,6,7,10,0,1,0.0,0,36.0,3,0,0
3647,53,0,166386.0,13,7,12,3,1,0.0,0,40.0,2,0,0
3648,26,4,48099.0,13,6,13,0,1,0.0,0,40.0,3,0,1
3649,21,0,143062.0,12,6,11,0,0,0.0,0,32.0,3,0,2
3650,18,0,104704.0,6,6,3,1,0,0.0,0,40.0,3,0,2
3651,34,0,30497.0,13,7,13,0,0,15024.0,0,60.0,3,1,5
3652,44,1,174325.0,10,7,1,1,0,7688.0,0,40.0,3,1,5
3653,31,0,286675.0,6,4,6,0,0,0.0,0,50.0,3,0,2
3654,44,0,59474.0,6,7,4,0,0,0.0,0,40.0,3,1,5
3655,42,0,378384.0,15,7,1,0,0,0.0,1902,60.0,3,1,5
3656,43,0,245842.0,6,7,12,0,0,0.0,0,44.0,3,0,5
3657,33,0,274222.0,13,7,11,3,0,7688.0,0,38.0,3,1,5
3658,21,0,342575.0,12,6,10,1,1,0.0,0,30.0,3,0,2
3659,30,0,206051.0,6,7,14,0,0,0.0,0,40.0,3,1,5
3660,55,0,234213.0,6,7,4,0,0,0.0,0,60.0,3,0,5
3661,57,0,145189.0,12,6,3,0,1,0.0,0,40.0,3,0,1
3662,37,0,233490.0,6,6,8,0,0,0.0,0,50.0,3,0,1
3663,32,0,344129.0,6,7,12,0,0,0.0,0,40.0,3,1,5
3664,62,6,171315.0,13,7,1,0,0,0.0,0,60.0,3,1,5
3665,31,6,181485.0,13,6,10,1,0,0.0,0,40.0,3,1,1
3666,51,0,255412.0,13,7,13,0,0,0.0,0,50.0,1,1,5
3667,37,0,262409.0,10,4,13,0,1,0.0,213,45.0,3,0,4
3668,45,0,199590.0,16,7,4,0,0,0.0,0,38.0,3,0,5
3669,47,0,84726.0,12,7,12,0,0,0.0,0,40.0,3,0,5
3670,31,?,226883.0,6,4,?,0,0,0.0,0,75.0,3,0,2
3671,75,6,184335.0,11,7,13,0,0,0.0,0,30.0,3,0,5
3672,43,0,102025.0,10,7,1,2,0,0.0,0,50.0,3,0,5
3673,39,0,183898.0,9,7,6,0,0,7688.0,0,60.0,1,1,5
3674,30,0,55291.0,13,7,1,0,0,0.0,0,40.0,3,1,5
3675,27,0,150025.0,16,6,14,0,0,0.0,0,40.0,3,0,3
3676,44,0,100584.0,6,7,12,4,0,0.0,0,40.0,3,0,5
3677,53,5,181755.0,10,4,1,0,1,0.0,0,35.0,3,1,1
3678,40,0,150528.0,13,7,3,0,0,0.0,0,40.0,3,0,5
3679,18,0,107277.0,11,6,10,0,1,0.0,0,20.0,3,0,2
3680,33,0,247205.0,13,7,0,1,0,0.0,0,40.0,1,0,5
3681,20,0,291979.0,6,6,10,0,0,0.0,0,40.0,3,0,2
3682,38,0,270985.0,12,7,13,1,0,0.0,0,50.0,3,0,5
3683,48,0,62605.0,6,4,3,0,1,0.0,0,35.0,3,0,1
3684,46,6,176863.0,6,7,13,0,0,0.0,0,40.0,3,0,5
3685,51,0,53197.0,6,7,6,0,0,0.0,0,40.0,3,0,5
3686,35,6,267776.0,6,6,11,0,1,0.0,0,30.0,3,0,3
3687,24,0,308205.0,8,6,14,0,0,0.0,0,40.0,3,0,3
3688,30,0,306383.0,12,4,14,0,0,0.0,0,50.0,3,0,1
3689,70,0,35494.0,6,7,13,0,0,0.0,0,30.0,3,0,5
3690,26,0,291968.0,6,7,4,0,0,0.0,0,44.0,3,0,5
3691,34,0,80933.0,6,7,6,0,0,0.0,1672,40.0,3,0,5
3692,46,0,271828.0,6,7,6,0,0,0.0,0,40.0,3,1,5
3693,70,0,121993.0,6,7,3,0,1,0.0,0,5.0,3,0,0
3694,37,5,31023.0,12,7,11,0,0,0.0,0,40.0,3,0,5
3695,36,6,36425.0,12,4,10,0,1,0.0,0,35.0,3,0,4
3696,23,0,407684.0,3,6,12,0,1,0.0,0,40.0,3,0,3
3697,28,0,241895.0,6,7,10,0,0,0.0,1628,40.0,3,0,5
3698,44,6,158555.0,12,7,13,0,0,0.0,0,50.0,3,1,5
3699,58,0,140363.0,6,4,12,0,0,3325.0,0,30.0,3,0,1
3700,53,0,123429.0,12,7,13,0,0,0.0,0,60.0,3,1,5
3701,23,0,40060.0,12,7,14,0,0,0.0,0,40.0,3,0,5
3702,26,0,290286.0,6,6,6,1,0,0.0,0,40.0,3,0,1
3703,21,?,249271.0,12,7,?,0,0,0.0,0,40.0,3,0,5
3704,34,5,106169.0,10,4,1,0,1,0.0,0,50.0,3,0,1
3705,43,0,76487.0,11,7,6,0,0,0.0,0,40.0,3,0,5
3706,22,0,437994.0,12,6,11,1,0,0.0,0,20.0,3,0,3
3707,41,0,113555.0,12,7,6,4,0,7298.0,0,50.0,3,1,5
3708,36,0,160120.0,6,7,3,3,0,0.0,0,40.0,2,0,5
3709,41,5,343079.0,13,7,1,0,1,0.0,1740,20.0,3,0,0
3710,27,0,406662.0,6,6,3,0,0,4416.0,0,40.0,3,0,1
3711,42,6,37618.0,12,7,8,0,0,0.0,0,60.0,3,0,5
3712,27,0,114158.0,1,6,3,0,1,0.0,0,35.0,3,0,2
3713,41,0,115562.0,6,4,0,0,0,0.0,0,40.0,3,0,2
3714,32,0,353994.0,13,7,13,3,1,0.0,0,40.0,2,1,3
3715,21,0,344891.0,12,6,3,3,0,0.0,0,20.0,3,0,2
3716,44,0,286750.0,13,7,13,1,0,0.0,0,50.0,3,1,5
3717,29,0,194197.0,13,6,13,0,0,0.0,0,40.0,3,0,2
3718,19,6,206599.0,12,6,11,0,1,0.0,0,22.0,3,0,2
3719,21,5,596776.0,12,6,3,0,0,0.0,0,40.0,3,0,2
3720,46,0,56841.0,6,7,4,0,0,0.0,0,40.0,3,0,5
3721,38,0,112561.0,13,7,13,0,0,0.0,0,55.0,3,1,5
3722,43,0,147110.0,12,6,3,0,0,0.0,0,48.0,3,1,4
3723,54,3,175339.0,6,7,10,0,0,0.0,0,50.0,3,1,5
3724,38,0,234901.0,10,7,13,0,0,0.0,1977,60.0,3,1,5
3725,18,?,298133.0,12,6,?,0,0,0.0,0,40.0,3,0,2
3726,50,0,217083.0,6,7,3,0,1,0.0,0,40.0,3,1,0
3727,30,0,97757.0,1,7,1,0,1,0.0,0,36.0,3,1,0
3728,30,0,151868.0,3,7,6,0,0,0.0,0,40.0,3,0,5
3729,28,5,25864.0,6,6,13,4,1,0.0,0,35.0,3,0,4
3730,26,0,109419.0,1,6,3,0,1,0.0,0,45.0,3,0,1
3731,37,4,203070.0,12,7,6,0,0,0.0,0,43.0,3,0,5
3732,32,0,107843.0,6,7,12,0,0,5178.0,0,50.0,3,1,5
3733,64,1,264544.0,10,7,1,0,1,0.0,0,5.0,3,1,0
3734,18,0,148644.0,6,6,10,0,1,0.0,0,28.0,3,0,2
3735,30,0,125762.0,12,7,3,0,0,0.0,0,30.0,3,0,5
3736,36,?,53606.0,1,7,?,0,1,3908.0,0,8.0,3,0,0
3737,18,0,193741.0,11,6,11,1,0,0.0,0,30.0,3,0,3
3738,27,0,588905.0,6,7,6,0,0,0.0,0,40.0,3,0,5
3739,49,0,115613.0,3,7,11,0,0,0.0,0,40.0,3,0,5
3740,46,1,222374.0,6,7,11,0,0,0.0,0,43.0,3,1,5
3741,37,0,185359.0,6,7,3,0,0,0.0,0,40.0,3,0,5
3742,30,0,173647.0,12,4,4,0,0,0.0,0,40.0,3,0,1
3743,29,0,31166.0,6,4,1,2,1,0.0,0,30.0,1,0,1
3744,22,?,517995.0,6,6,?,0,0,0.0,0,40.0,3,0,2
3745,25,6,189027.0,6,7,8,0,0,0.0,0,30.0,3,0,5
3746,38,0,296125.0,6,3,2,1,1,0.0,0,30.0,3,0,4
3747,32,?,640383.0,13,4,?,0,1,0.0,0,40.0,3,0,4
3748,35,0,334291.0,12,7,6,0,0,0.0,0,50.0,3,0,5
3749,56,0,318450.0,10,7,3,0,0,0.0,0,80.0,3,1,5
3750,29,0,174163.0,12,4,13,0,1,0.0,0,40.0,3,0,1
3751,41,0,119721.0,6,7,5,0,0,0.0,0,40.0,3,0,5
3752,47,0,142719.0,6,7,12,0,0,0.0,0,40.0,3,0,5
3753,23,0,162593.0,13,6,3,3,1,0.0,0,40.0,3,0,1
3754,46,6,236852.0,13,7,10,0,0,0.0,0,45.0,3,1,5
3755,28,5,154863.0,6,6,0,1,0,0.0,1876,40.0,3,0,3
3756,39,0,168894.0,13,4,3,0,1,0.0,0,20.0,3,0,4
3757,42,6,344920.0,12,7,8,0,1,0.0,0,50.0,3,0,0
3758,39,0,33355.0,6,7,4,0,0,7298.0,0,48.0,3,1,5
3759,68,?,196782.0,8,7,?,0,0,0.0,0,30.0,3,0,5
3760,37,3,291518.0,13,7,6,0,0,15024.0,0,55.0,3,1,5
3761,57,0,170244.0,15,6,1,0,1,0.0,0,40.0,3,0,1
3762,22,0,369549.0,12,6,11,1,1,0.0,0,30.0,3,0,1
3763,24,0,23438.0,1,6,3,0,0,0.0,0,30.0,3,1,1
3764,19,0,202673.0,12,6,14,0,0,0.0,0,50.0,3,0,2
3765,55,0,171780.0,9,4,10,1,1,0.0,0,30.0,3,0,4
3766,37,5,264503.0,6,7,0,0,0,0.0,0,40.0,3,0,5
3767,37,5,244341.0,12,6,3,1,1,0.0,0,40.0,3,0,4
3768,28,0,209109.0,13,7,11,0,0,0.0,0,50.0,3,0,5
3769,27,0,187392.0,6,6,11,0,1,0.0,0,40.0,3,0,1
3770,40,1,119578.0,13,6,1,0,1,0.0,0,20.0,3,0,4
3771,51,0,195105.0,6,4,2,0,1,0.0,0,40.0,3,0,2
3772,52,0,101752.0,1,7,4,0,0,0.0,0,56.0,3,0,5
3773,74,?,95825.0,12,2,?,0,1,0.0,0,3.0,3,0,1
3774,49,3,362654.0,12,7,13,0,0,15024.0,0,50.0,3,1,5
3775,20,?,29810.0,12,6,?,0,1,0.0,0,40.0,3,0,2
3776,40,4,77332.0,12,4,3,0,1,0.0,0,50.0,3,0,1
3777,80,0,87518.0,12,6,1,0,0,0.0,1816,60.0,3,0,1
3778,63,0,113324.0,12,7,0,0,0,0.0,0,40.0,3,0,5
3779,63,0,96299.0,6,4,4,0,0,0.0,0,45.0,3,1,4
3780,51,0,237729.0,12,4,3,0,1,0.0,0,40.0,3,0,4
3781,23,0,200973.0,6,6,3,0,1,0.0,0,40.0,3,0,1
3782,66,6,212456.0,6,2,6,0,0,0.0,0,20.0,3,0,1
3783,33,6,131568.0,6,7,10,0,0,0.0,0,66.0,3,0,5
3784,49,0,185859.0,6,7,6,0,0,0.0,0,43.0,3,0,5
3785,20,0,231981.0,12,6,4,0,0,0.0,0,32.0,3,0,1
3786,33,3,117963.0,9,7,13,0,0,0.0,1887,60.0,3,1,5
3787,26,0,78172.0,12,1,0,0,0,0.0,0,40.0,3,0,5
3788,52,0,164135.0,6,7,13,0,0,0.0,0,50.0,3,1,5
3789,33,0,171216.0,13,7,13,0,0,0.0,0,50.0,3,1,5
3790,47,0,140664.0,13,4,10,0,0,0.0,0,45.0,3,0,1
3791,23,0,249277.0,6,6,13,1,0,0.0,0,75.0,3,0,2
3792,53,4,117847.0,9,7,3,0,0,0.0,0,40.0,3,0,5
3793,19,0,52372.0,12,6,11,0,0,0.0,0,20.0,3,0,2
3794,26,4,95806.0,12,6,6,0,0,3325.0,0,40.0,3,0,1
3795,53,0,137428.0,8,7,4,0,0,0.0,0,60.0,3,1,5
3796,65,0,169047.0,6,6,12,0,0,0.0,0,10.0,3,0,1
3797,68,0,339168.0,13,7,4,0,0,0.0,0,30.0,3,0,5
3798,30,0,504725.0,2,6,10,0,0,0.0,0,18.0,3,0,3
3799,28,0,132870.0,11,7,6,0,0,0.0,0,45.0,3,0,5
3800,54,5,135840.0,2,7,0,0,0,0.0,0,45.0,3,0,5
3801,30,0,35644.0,6,6,11,0,0,0.0,0,10.0,3,0,2
3802,22,0,198148.0,12,6,3,0,0,0.0,0,50.0,3,0,2
3803,25,0,220098.0,6,6,11,0,0,0.0,0,30.0,3,0,2
3804,19,0,262515.0,11,6,11,0,0,0.0,0,20.0,3,0,3
3805,19,?,423863.0,12,6,?,0,1,0.0,0,35.0,3,0,2
3806,32,4,111567.0,15,7,1,0,0,0.0,0,40.0,3,1,5
3807,23,0,194096.0,13,6,13,0,1,0.0,0,40.0,3,0,2
3808,51,5,420917.0,13,7,1,0,0,0.0,0,45.0,3,0,5
3809,25,0,197871.0,12,7,10,0,0,0.0,0,44.0,3,1,5
3810,46,5,253116.0,13,6,1,1,1,0.0,0,40.0,3,0,1
3811,38,0,206535.0,12,4,5,0,1,0.0,0,50.0,3,0,4
3812,26,1,70447.0,6,7,0,3,0,0.0,0,40.0,3,1,5
3813,46,0,201217.0,6,4,1,0,1,0.0,0,40.0,3,0,1
3814,25,0,209970.0,13,6,1,0,1,0.0,0,40.0,3,0,1
3815,20,0,196745.0,12,6,11,0,1,594.0,0,16.0,3,0,2
3816,29,5,175262.0,10,7,1,0,0,0.0,0,35.0,3,0,3
3817,51,3,304955.0,10,7,13,0,0,0.0,0,50.0,3,1,5
3818,40,0,181265.0,12,7,6,0,0,0.0,0,52.0,3,0,5
3819,24,0,200973.0,12,6,3,0,1,0.0,0,40.0,3,0,1
3820,24,6,37440.0,13,6,8,0,0,0.0,0,50.0,3,0,4
3821,31,0,395170.0,1,7,11,4,1,0.0,0,24.0,3,0,0
