,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
23966,19,0,286435,12,6,6,0,0,594,0,40,3,0
23967,46,0,191389,6,7,13,0,1,0,0,28,3,1
23968,42,0,183241,10,7,1,0,1,0,0,45,3,1
23969,29,0,91547,12,6,10,0,1,0,0,40,3,0
23970,42,0,52781,13,7,1,0,0,7688,0,40,3,1
23971,29,0,210959,9,7,3,0,0,0,0,40,3,0
23972,47,0,365516,10,4,1,0,1,0,0,40,3,0
23973,37,0,112271,11,7,6,0,0,0,0,40,3,1
23974,39,0,269455,6,7,8,0,0,0,0,45,3,0
23975,46,0,164379,13,4,10,1,1,0,0,35,3,1
23976,28,0,109621,9,7,4,0,0,0,0,40,3,0
23977,36,0,104858,12,7,8,0,0,0,0,56,3,1
23978,39,0,99270,6,4,3,0,1,0,0,40,3,0
23979,44,0,193524,12,7,1,0,0,0,0,40,3,0
23980,70,0,149040,6,2,13,0,1,2964,0,12,3,0
23981,60,1,313946,6,7,11,0,0,0,0,40,3,0
23982,35,0,162358,13,6,13,0,1,0,0,50,3,1
23983,59,0,200700,13,7,6,1,0,0,0,48,3,1
23984,21,0,116489,12,6,10,0,1,0,0,60,3,0
23985,22,0,118310,9,6,1,0,1,0,0,16,3,0
23986,31,0,352465,12,7,13,0,0,15024,0,50,3,1
23987,40,0,107433,13,7,13,0,0,0,1977,50,3,1
23988,33,0,296538,6,7,10,0,0,0,0,45,3,1
23989,41,5,195897,10,7,1,0,0,0,0,60,3,0
23990,31,6,216283,9,7,11,0,1,0,0,35,3,1
23991,62,0,345780,1,4,11,0,0,0,0,40,3,0
23992,43,0,216685,6,7,1,0,1,0,0,35,3,0
23993,28,5,210945,13,6,1,1,1,0,0,60,3,0
23994,43,0,184321,2,7,12,1,0,0,1887,40,3,1
23995,55,6,322691,10,7,10,0,0,3103,0,55,3,1
23996,42,0,192712,6,3,11,0,1,0,0,25,3,0
23997,23,0,178272,13,6,1,0,1,0,0,40,3,0
23998,55,4,321333,12,7,3,0,0,0,0,40,3,1
23999,44,3,120277,13,7,13,0,0,99999,0,45,3,1
24000,19,0,294029,11,6,10,2,1,0,0,32,3,0
24001,23,0,112819,6,6,12,0,0,0,0,40,3,0
24002,41,0,152636,6,4,6,0,1,0,0,50,3,0
24003,63,0,301611,6,7,13,0,0,0,0,20,3,0
24004,51,0,134808,6,3,14,0,1,0,0,40,3,0
24005,49,0,64216,6,4,4,0,0,0,0,90,3,0
24006,29,1,214284,10,6,1,3,1,0,0,20,2,0
24007,25,0,469572,12,6,1,0,0,8614,0,40,3,1
24008,44,6,282722,15,7,1,0,0,99999,0,50,3,1
24009,17,0,231439,11,6,14,0,0,0,0,30,3,0
24010,42,3,120277,10,7,13,0,0,0,0,40,3,1
24011,21,0,364685,11,6,5,0,1,0,0,35,3,0
24012,26,0,18827,12,6,4,0,0,0,0,40,3,0
24013,24,0,169129,12,6,1,0,0,0,0,40,3,0
24014,30,0,202051,13,7,13,0,0,0,0,42,3,1
24015,58,0,353244,13,2,13,0,1,27828,0,50,3,1
24016,19,0,574271,6,6,14,0,0,0,0,28,3,0
24017,65,1,29276,8,2,11,0,1,0,0,24,3,0
24018,52,6,104501,12,7,5,0,0,0,0,60,3,1
24019,17,0,394176,2,6,14,0,0,0,0,20,3,0
24020,27,0,85625,6,6,11,0,0,0,0,22,3,0
24021,53,0,340723,15,6,1,0,1,0,0,40,3,0
24022,24,0,149342,13,6,10,0,1,0,0,40,3,0
24023,37,0,73715,12,7,6,0,0,0,0,40,3,1
24024,34,0,143083,1,7,3,0,1,0,0,18,3,0
24025,40,5,290660,9,4,13,0,0,8614,0,50,3,1
24026,49,5,98738,6,7,6,0,0,0,0,40,3,1
24027,86,0,149912,10,6,3,0,1,0,0,40,3,0
24028,49,0,309033,1,7,1,0,1,15024,0,60,3,1
24029,43,6,96129,11,7,14,0,0,0,0,60,3,0
24030,47,0,216096,12,5,13,0,1,0,0,35,3,0
24031,32,0,171091,6,7,4,0,0,0,0,50,3,1
24032,30,6,79303,1,7,8,0,0,0,0,60,3,0
24033,25,5,182380,6,6,6,0,0,0,0,40,3,0
24034,42,0,36271,13,7,10,0,0,0,0,40,3,1
24035,60,0,118197,12,7,6,0,0,0,0,65,3,0
24036,46,0,269652,12,7,6,0,0,4386,0,38,3,1
24037,39,5,193815,12,7,0,0,0,0,0,40,3,1
24038,28,0,141957,9,7,5,0,0,0,1887,70,3,1
24039,26,0,222637,2,6,6,0,0,0,0,55,3,0
24040,27,0,118230,12,6,3,0,1,0,0,40,3,0
24041,59,0,174040,12,4,1,0,0,0,0,40,3,0
24042,64,1,105748,6,7,8,0,0,0,0,40,3,0
24043,90,6,82628,6,6,13,0,0,2964,0,12,3,0
24044,51,0,205100,12,4,10,0,1,0,0,45,3,1
24045,36,0,107916,6,7,4,0,0,0,2002,40,3,0
24046,39,0,130620,8,5,12,2,1,0,0,40,3,0
24047,30,0,361817,6,6,13,0,0,0,0,25,3,0
24048,47,6,235646,10,7,1,0,0,0,0,40,3,1
24049,32,0,53277,10,7,13,0,0,0,0,60,3,1
24050,24,0,456460,9,7,3,0,1,0,0,40,3,0
24051,23,0,293091,6,6,10,0,0,0,0,30,3,0
24052,62,0,210935,6,7,11,0,0,0,0,20,3,0
24053,48,0,199763,12,7,13,0,1,0,0,20,3,0
24054,62,0,223447,5,4,13,0,0,0,0,40,3,0
24055,35,6,233533,13,3,6,0,0,0,0,65,3,0
24056,27,0,95647,13,6,1,3,0,0,0,40,3,0
24057,49,0,199763,12,4,12,0,1,0,0,35,3,0
24058,18,0,74539,2,6,10,0,0,0,0,20,3,0
24059,19,0,84610,12,6,11,0,1,0,0,30,3,0
24060,63,3,96930,9,7,10,0,0,0,0,40,3,1
24061,54,0,115602,6,7,11,1,1,0,0,40,3,0
24062,24,0,237341,12,7,1,0,1,0,0,40,3,1
24063,61,0,143800,2,7,4,0,0,0,0,50,3,1
24064,50,3,163921,6,7,10,0,0,0,0,48,3,1
24065,36,0,68273,13,7,10,0,0,0,0,40,3,1
24066,21,0,113163,12,6,3,0,0,0,0,50,3,0
24067,38,3,478829,15,7,1,0,0,99999,0,50,3,1
24068,30,0,345705,12,7,13,0,0,0,0,40,3,0
24069,22,0,385077,6,6,6,0,0,2907,0,40,3,0
24070,33,0,192286,12,4,3,3,1,0,0,52,3,0
24071,39,5,236391,6,7,12,0,0,0,0,38,3,1
24072,42,0,106679,6,7,6,0,0,0,0,50,3,1
24073,47,0,308242,6,7,13,0,0,0,0,40,3,0
24074,42,5,46094,13,4,4,0,0,0,0,33,3,0
24075,29,0,194940,13,7,13,0,0,0,0,40,3,0
24076,35,0,341643,13,6,10,0,0,0,0,55,3,0
24077,23,0,210474,12,6,11,0,1,0,0,30,3,0
24078,28,0,76313,12,7,6,4,0,0,0,60,3,0
24079,34,0,115858,6,4,3,0,1,0,0,40,3,0
24080,40,0,55191,12,6,3,1,1,0,0,40,3,0
24081,67,6,364862,6,2,11,0,1,0,0,30,3,0
24082,49,0,334787,6,7,11,0,0,0,0,40,3,0
24083,34,0,205733,6,6,3,0,1,0,0,40,3,0
24084,60,0,120163,13,7,13,0,0,0,0,40,3,0
24085,26,0,333677,13,6,13,0,0,2463,0,35,3,0
24086,25,0,208591,6,6,12,0,0,0,0,40,3,0
24087,40,0,341204,12,4,13,0,1,1831,0,30,3,0
24088,56,6,115422,6,7,8,0,0,0,0,40,3,0
24089,35,3,111319,9,7,10,0,0,0,1887,45,3,1
24090,54,0,816750,6,7,6,0,0,0,2051,40,3,0
24091,25,0,167835,13,6,13,0,1,3325,0,40,3,0
24092,28,0,92262,13,7,10,0,0,0,0,40,3,0
24093,31,0,91964,13,6,13,0,0,0,0,40,3,0
24094,45,0,107682,6,4,3,0,1,0,0,40,3,0
24095,52,1,135388,6,7,6,0,0,5013,0,40,3,0
24096,39,6,597843,10,6,1,0,1,0,0,50,3,0
24097,19,0,389942,6,6,10,0,0,0,0,40,3,0
24098,23,0,442274,5,6,3,0,0,0,0,40,3,0
24099,23,0,595461,8,6,6,0,0,0,0,40,3,0
24100,52,0,284329,1,7,1,0,0,15024,0,40,3,1
24101,33,6,127894,15,7,1,0,0,0,0,60,3,1
24102,35,0,196899,13,6,14,3,1,0,0,50,3,0
24103,58,0,212534,6,7,6,0,0,0,0,40,3,0
24104,61,0,71209,6,7,6,0,0,0,0,45,3,1
24105,39,0,237943,13,7,13,0,0,99999,0,70,3,1
24106,38,0,190759,11,7,6,0,0,0,0,40,3,0
24107,59,0,100313,6,7,13,0,0,0,1887,40,3,1
24108,41,0,344624,13,4,13,0,0,0,0,50,3,1
24109,27,0,194024,3,3,13,0,1,0,0,50,3,0
24110,19,0,87497,11,6,4,0,0,0,0,10,3,0
24111,22,0,236907,12,6,14,0,0,0,0,20,3,0
24112,59,0,169639,9,2,13,0,1,0,0,40,3,0
24113,37,0,105803,6,7,6,0,0,3103,0,45,3,1
24114,31,0,149507,5,7,6,0,0,0,0,43,3,0
24115,18,0,294387,11,6,14,0,0,0,0,40,3,0
24116,20,0,161708,12,6,10,0,1,0,0,35,3,0
24117,28,0,282389,6,6,4,0,0,0,0,60,3,0
24118,28,0,64940,12,6,11,0,1,0,0,30,3,0
24119,49,0,195727,13,7,13,0,0,0,0,40,3,0
24120,38,5,37931,6,7,0,0,0,0,0,40,3,1
24121,19,0,170720,6,6,10,0,0,0,0,20,3,0
24122,43,0,152958,13,7,13,0,0,7298,0,40,3,1
24123,28,0,312372,6,7,13,1,0,15024,0,40,3,1
24124,41,0,39581,12,4,3,1,1,0,0,24,3,0
24125,50,0,206862,10,7,13,0,0,0,0,65,3,1
24126,46,0,216934,13,4,3,0,0,0,0,40,1,0
24127,20,0,143062,12,6,8,0,0,0,0,40,3,0
24128,45,0,242391,13,7,13,0,0,0,0,60,3,1
24129,28,0,165030,12,6,13,0,1,0,0,50,3,0
24130,37,0,199251,12,7,11,0,1,0,0,40,3,0
24131,46,6,353012,14,7,1,0,0,0,1902,50,3,1
24132,66,0,174491,6,7,14,0,0,0,0,40,3,0
24133,35,0,333305,12,7,13,0,1,0,0,40,3,0
24134,38,0,203138,13,7,3,0,1,0,0,50,3,1
24135,25,0,220220,11,6,14,0,0,0,0,45,3,0
24136,55,4,305850,15,7,13,0,0,15024,0,40,3,1
24137,48,5,273402,8,7,4,0,0,0,1902,40,3,0
24138,56,0,201344,12,2,6,0,1,0,0,38,3,0
24139,47,6,218676,10,7,13,0,0,0,0,45,3,0
24140,55,6,141807,13,7,13,0,0,0,0,40,3,1
24141,41,1,222434,9,7,0,0,0,0,0,40,3,0
24142,47,0,266860,12,7,10,0,0,0,0,65,3,1
24143,40,0,34113,6,6,13,4,0,6849,0,43,3,0
24144,41,0,159549,13,7,10,0,0,0,0,40,3,0
24145,21,0,195248,12,6,10,2,1,0,0,20,3,0
24146,52,0,109413,6,6,10,0,0,0,0,40,3,0
24147,62,0,195343,14,4,1,0,0,15020,0,50,3,1
24148,46,0,185291,11,7,14,0,0,0,0,45,3,1
24149,21,0,140012,12,6,13,0,0,0,0,20,3,0
24150,35,6,114366,13,7,1,0,0,0,0,40,3,0
24151,29,0,169631,6,5,3,0,1,0,0,40,3,0
24152,21,0,163870,2,7,11,0,0,3908,0,40,3,0
24153,35,0,312232,6,3,6,0,0,0,0,50,3,0
24154,46,0,229737,13,7,10,0,0,0,0,50,2,1
24155,70,0,306563,6,7,13,0,0,0,0,40,3,0
24156,35,0,161637,14,7,1,3,0,0,1902,40,2,1
24157,34,0,106014,12,4,6,0,0,0,0,60,3,0
24158,21,0,25265,1,6,12,0,0,0,0,30,3,0
24159,29,0,71860,6,7,8,0,0,0,0,60,3,0
24160,41,3,94113,10,7,13,0,0,0,0,60,3,1
24161,51,6,208003,6,7,10,0,0,0,0,40,3,0
24162,22,0,113550,6,6,3,0,1,0,0,40,3,0
24163,47,0,83046,13,6,13,0,0,0,0,40,3,0
24164,42,3,277488,15,7,1,0,0,15024,0,65,3,1
24165,19,0,205830,6,6,11,0,1,0,0,40,3,0
24166,46,0,273575,13,7,4,0,0,15024,0,40,3,1
24167,23,0,245147,12,6,14,1,0,0,0,40,3,0
24168,49,0,274720,6,7,6,1,0,0,0,40,3,0
24169,58,6,163047,13,4,1,0,1,0,0,40,3,0
24170,41,1,47902,13,7,3,0,0,0,0,50,3,1
24171,50,0,128798,13,7,5,0,0,0,0,40,3,1
24172,77,0,154205,6,2,3,0,1,0,0,10,3,0
24173,27,0,176683,1,7,11,0,0,0,0,60,3,0
24174,29,3,104737,6,7,6,0,0,0,0,60,3,0
24175,54,0,349340,7,7,6,3,0,0,0,40,2,0
24176,39,1,218249,12,3,1,1,1,0,0,37,3,0
24177,32,0,281540,12,7,5,0,0,0,0,50,3,0
24178,36,4,112847,13,7,1,3,0,0,0,40,3,0
24179,24,5,126613,13,6,1,0,1,0,0,20,3,0
24180,50,6,145419,10,7,10,0,0,7688,0,45,3,1
24181,32,6,34572,6,4,8,0,0,0,0,65,3,0
24182,26,0,104045,13,6,13,0,1,0,0,40,3,0
24183,49,0,57665,13,4,13,0,1,0,0,40,3,0
24184,38,0,359001,1,7,1,0,0,0,0,42,3,0
24185,47,0,105273,13,2,6,1,1,6497,0,40,3,0
24186,31,0,201122,12,7,13,0,0,0,0,40,3,1
24187,38,0,160035,6,7,6,0,0,0,0,55,3,0
24188,50,0,167886,12,7,10,0,0,0,0,40,3,1
24189,18,0,32059,11,6,14,0,0,0,0,40,3,0
24190,59,3,200453,10,7,10,0,0,0,0,40,3,0
24191,56,6,403072,12,7,6,0,0,0,0,50,3,1
24192,34,0,37210,6,6,3,0,0,0,0,50,3,0
24193,32,0,199416,13,7,1,0,0,0,0,40,3,0
24194,29,0,413227,13,6,11,0,0,0,0,35,3,0
24195,29,0,188675,12,4,13,1,0,0,0,40,3,0
24196,42,0,226902,13,7,5,0,0,0,0,45,3,1
24197,37,0,195189,12,4,11,1,1,0,0,40,3,0
24198,36,0,116608,6,4,13,0,1,0,0,40,3,0
24199,59,0,99131,10,2,13,0,1,0,0,40,3,1
24200,32,0,553405,13,7,10,0,0,99999,0,50,3,1
24201,52,5,186117,6,7,0,0,0,0,0,56,3,1
24202,29,1,67053,6,6,11,3,0,0,0,40,2,0
24203,39,0,347960,15,6,1,0,1,14084,0,35,3,1
24204,39,0,325374,12,6,3,0,0,0,0,40,3,0
24205,69,0,130413,13,2,13,0,1,2346,0,15,3,0
24206,43,0,111949,6,7,11,0,1,0,0,35,3,0
24207,39,0,278557,1,7,6,0,0,0,1628,48,3,0
24208,19,0,194905,12,6,11,0,1,0,0,30,3,0
24209,60,5,195453,1,7,13,0,0,0,0,60,3,1
24210,51,0,282549,6,7,12,1,0,3137,0,40,3,0
24211,75,0,316119,12,2,1,0,1,0,0,8,3,0
24212,37,1,252939,1,6,1,1,1,5455,0,40,3,0
24213,24,1,506329,12,6,3,3,0,0,0,40,3,0
24214,20,0,316043,11,6,11,1,0,594,0,20,3,0
24215,58,4,319733,6,7,4,0,0,0,0,70,3,0
24216,21,1,99199,10,6,4,0,0,0,0,15,3,0
24217,28,0,204600,6,3,0,0,0,0,0,40,3,0
24218,40,0,173307,2,7,12,0,0,0,0,40,3,0
24219,45,6,34446,6,7,4,0,0,0,0,50,3,0
24220,40,6,237293,15,7,1,0,1,15024,0,40,3,1
24221,41,0,175642,12,6,6,0,1,0,0,40,3,0
24222,58,0,203735,6,4,13,0,1,0,0,40,3,0
24223,44,5,171589,1,7,6,0,0,7688,0,40,3,1
24224,26,0,197967,6,7,10,0,0,0,0,65,3,0
24225,29,0,413297,9,6,10,0,0,0,0,45,3,0
24226,45,0,240841,10,6,1,0,1,0,0,40,3,0
24227,23,0,152189,9,6,11,0,0,0,0,40,3,0
24228,39,1,85874,6,4,3,0,1,0,0,40,3,0
24229,45,6,176814,14,7,1,0,0,15024,0,40,3,1
24230,51,5,133336,10,7,1,0,0,15024,0,40,3,1
24231,22,0,362623,6,6,14,0,0,0,0,40,3,0
24232,67,0,37170,8,4,13,0,0,0,0,3,3,0
24233,28,0,30912,6,7,3,0,0,0,0,40,3,0
24234,23,0,35448,12,6,11,0,1,0,0,25,3,0
24235,33,0,173248,6,7,11,1,0,0,0,35,3,0
24236,37,0,49626,1,7,5,0,0,0,0,43,3,0
24237,19,0,102723,12,6,3,0,1,0,0,40,3,0
24238,90,0,166343,4,2,13,1,1,0,0,40,3,0
24239,35,0,168322,11,7,8,0,0,0,0,40,3,0
24240,62,0,131117,8,4,5,0,1,0,0,38,3,0
24241,20,0,210474,12,6,13,0,1,0,0,15,3,0
24242,25,0,110138,6,6,11,0,0,0,0,40,3,0
24243,21,0,107452,6,6,6,0,0,0,0,40,3,0
24244,32,0,160594,12,6,11,0,0,0,0,35,3,0
24245,32,5,186784,13,7,1,0,1,5013,0,45,3,0
24246,70,5,334666,6,2,3,0,1,0,0,12,3,0
24247,65,0,191380,2,7,13,0,0,9386,0,50,3,1
24248,57,0,104272,11,7,6,0,0,0,0,40,3,0
24249,31,0,19491,12,6,6,0,0,0,0,40,3,0
24250,37,0,128715,13,7,13,0,0,0,0,60,3,1
24251,34,0,128063,6,4,11,0,1,0,0,36,3,0
24252,26,6,37023,12,7,8,0,0,0,0,78,3,0
24253,44,0,68748,12,7,10,0,0,0,0,48,3,0
24254,66,0,140576,8,7,6,0,0,0,0,40,3,0
24255,39,5,327435,6,4,6,0,1,0,0,40,3,0
24256,31,0,202729,6,7,12,0,0,0,0,40,3,1
24257,53,0,277471,1,7,5,0,0,0,0,40,3,1
24258,36,0,189670,6,7,12,0,1,0,0,50,3,0
24259,61,0,204908,3,7,6,0,0,0,0,40,3,0
24260,43,0,171841,13,7,10,0,0,0,0,40,3,1
24261,38,0,78247,12,7,13,0,0,0,0,40,3,0
24262,26,0,68895,6,6,3,0,0,0,0,50,3,0
24263,27,0,56658,6,7,14,4,0,0,0,8,3,0
24264,58,5,259216,3,4,11,0,1,0,0,40,3,0
24265,37,1,270278,6,4,3,0,1,0,0,12,3,0
24266,56,0,238806,8,7,6,0,0,0,0,26,3,0
24267,36,0,111128,12,3,13,0,0,0,0,60,3,1
24268,29,0,119429,6,6,6,1,0,0,0,40,3,0
24269,28,0,73037,2,6,4,0,0,0,0,30,3,0
24270,61,6,84409,14,7,1,0,0,0,0,40,3,1
24271,66,6,274451,3,7,8,0,0,0,0,25,3,1
24272,31,0,246439,12,7,8,0,0,7298,0,50,3,1
24273,21,0,124242,9,6,11,0,1,0,0,40,3,0
24274,67,6,123393,6,7,4,0,0,6418,0,58,3,1
24275,26,0,159732,6,2,4,0,0,0,0,40,3,0
24276,21,0,161415,12,6,6,0,0,0,0,50,3,0
24277,33,0,157568,6,7,12,0,0,0,0,40,3,0
24278,33,0,168030,6,4,11,0,1,0,0,32,3,0
24279,59,1,349910,13,7,13,0,0,10605,0,50,3,1
24280,82,3,130329,8,7,8,0,0,0,0,50,3,0
24281,34,1,56964,14,7,1,0,1,0,0,50,3,1
24282,29,0,370509,13,7,13,0,0,0,0,50,1,1
24283,19,0,106306,12,4,11,0,1,0,0,40,3,0
24284,57,6,56480,6,7,13,0,0,0,0,1,3,0
24285,41,0,115932,12,7,13,0,0,99999,0,50,3,1
24286,55,0,154580,2,7,11,1,0,2580,0,40,3,0
24287,27,0,404421,12,6,14,1,0,0,0,40,3,0
24288,33,0,194901,6,6,6,0,0,0,0,45,3,0
24289,43,1,164790,12,4,3,1,0,0,0,50,3,1
24290,72,4,94242,12,2,5,0,1,0,0,16,3,0
24291,68,6,365020,6,7,10,0,0,0,0,40,3,0
24292,29,0,160512,6,3,3,0,1,0,0,40,3,0
24293,41,0,170331,13,7,1,0,0,0,0,60,3,0
24294,30,0,101266,6,7,0,0,0,0,0,40,3,0
24295,31,0,100252,13,4,11,3,0,99999,0,70,3,1
24296,54,0,217718,16,5,11,1,1,0,0,30,3,0
24297,32,0,170154,9,3,13,0,1,25236,0,50,3,1
24298,56,0,105281,6,2,10,0,1,0,1974,40,3,0
24299,39,0,361838,13,7,13,0,1,0,0,6,3,1
24300,41,1,283917,1,7,1,0,0,0,0,35,3,1
24301,48,0,39530,6,4,3,0,1,0,0,40,3,0
24302,66,6,212185,8,7,8,0,0,0,0,48,3,0
24303,25,3,90752,13,6,10,0,1,0,0,50,3,0
24304,31,0,202450,6,7,12,0,0,0,1573,40,3,0
24305,32,0,168138,9,4,10,0,0,2597,0,48,3,0
24306,51,0,159755,13,7,13,0,0,7688,0,40,3,1
24307,42,0,191765,6,6,3,1,1,0,2339,40,3,0
24308,22,0,210802,12,6,13,1,1,0,0,35,3,0
24309,31,0,340880,15,7,1,0,0,0,0,60,3,1
24310,43,6,113211,6,7,13,0,1,0,0,40,3,0
24311,42,0,134509,12,6,4,1,1,0,0,40,3,0
24312,20,1,147280,6,6,11,2,0,0,0,40,3,0
24313,40,0,145441,13,7,1,0,0,0,0,40,3,1
24314,65,0,398001,6,2,3,0,1,0,0,20,3,0
24315,53,0,31588,13,7,1,0,0,0,0,52,3,1
24316,56,0,189975,12,7,6,0,0,0,1902,60,3,1
24317,51,1,231495,14,7,13,0,0,7688,0,55,3,1
24318,38,0,121135,6,7,13,0,0,0,0,40,3,0
24319,44,0,186916,10,7,13,0,0,0,0,50,3,1
24320,49,3,213140,6,7,13,0,0,0,1902,60,3,1
24321,47,0,176893,6,4,6,1,0,8614,0,44,3,1
24322,22,0,115244,9,7,1,0,1,0,0,40,3,0
24323,53,0,313243,12,3,6,0,0,0,2444,45,3,1
24324,41,5,169995,12,4,0,0,0,0,0,20,3,0
24325,19,0,198459,6,6,3,0,0,0,2001,40,3,0
24326,27,5,66824,13,6,1,4,1,3325,0,43,3,0
24327,48,6,52240,1,7,13,0,1,0,0,25,3,1
24328,52,0,35305,8,6,11,0,1,0,0,7,3,0
24329,61,1,186451,15,7,1,0,0,0,1902,40,3,1
24330,45,6,160724,13,7,13,3,0,0,0,45,2,1
24331,29,0,210464,3,7,12,0,0,0,0,40,3,0
24332,41,0,207685,12,4,11,0,0,0,0,21,3,0
24333,38,0,233717,12,4,13,1,0,0,0,60,3,0
24334,32,0,222205,12,7,1,0,1,0,0,40,3,1
24335,37,0,167613,6,7,11,0,0,0,0,40,3,0
24336,55,0,148773,2,7,12,0,0,0,0,40,3,0
24337,62,5,68268,6,7,4,0,0,0,0,40,3,0
24338,48,0,174533,6,7,12,0,0,0,0,40,3,0
24339,43,0,273230,12,7,13,0,0,0,0,50,3,1
24340,25,0,187502,6,6,10,1,0,0,0,24,3,0
24341,47,0,209320,6,3,11,0,1,0,0,40,3,0
24342,49,6,56841,13,7,8,0,0,0,0,70,3,0
24343,55,0,254627,6,7,11,0,0,0,0,40,3,0
24344,42,0,42703,6,4,3,0,1,0,0,40,3,0
24345,40,0,374137,6,4,3,0,0,0,0,40,3,0
24346,34,0,196385,1,7,13,0,0,0,0,40,3,0
24347,38,0,192930,6,3,10,0,1,0,0,10,3,0
24348,39,0,99527,6,7,6,0,0,0,0,40,3,1
24349,45,0,185437,9,4,6,0,1,0,0,55,3,0
24350,43,0,247162,9,6,10,0,0,0,0,40,3,0
24351,32,4,131534,6,6,13,1,1,0,0,40,3,0
24352,18,0,184693,12,6,11,0,1,0,0,20,3,0
24353,27,0,704108,10,6,1,0,0,0,0,40,3,0
24354,57,0,220262,9,4,5,0,1,0,0,40,3,0
24355,38,0,95654,6,7,3,0,1,0,0,60,3,0
24356,67,0,89346,13,7,1,0,0,0,0,40,3,1
24357,26,0,94392,11,3,11,0,1,0,0,20,3,0
24358,21,0,334113,6,6,12,0,0,0,0,40,3,0
24359,17,0,32763,2,6,11,0,0,0,0,15,3,0
24360,31,0,136651,6,7,6,0,0,0,0,40,3,0
24361,51,6,240236,9,3,10,1,0,0,0,30,3,0
24362,29,0,53271,13,7,13,0,0,0,0,40,3,1
24363,28,0,31493,13,6,6,0,0,0,0,40,3,1
24364,32,0,195891,9,7,1,0,0,0,0,45,3,1
24365,31,5,209103,12,7,0,0,0,3464,0,45,3,0
24366,26,0,211424,12,7,14,0,0,0,0,40,3,1
24367,28,5,84657,13,4,1,0,1,0,0,40,3,0
24368,40,0,151408,10,6,1,0,1,0,0,40,3,0
24369,51,0,106819,8,6,14,0,0,0,0,19,3,0
24370,62,0,132917,12,7,4,1,0,0,0,20,3,0
24371,54,0,146834,2,7,12,0,0,0,0,60,3,0
24372,55,0,164332,6,3,11,0,1,0,0,16,3,0
24373,24,0,30656,6,6,14,0,0,0,0,20,3,0
24374,27,0,113501,10,6,3,0,0,0,0,45,3,0
24375,18,0,165316,6,6,4,0,0,0,0,30,3,0
24376,22,0,233955,13,6,1,4,1,14344,0,40,3,1
24377,21,0,126613,6,6,10,0,1,0,0,40,3,0
24378,44,6,361280,12,7,10,3,0,0,0,80,2,1
24379,50,0,123044,10,7,13,0,0,0,0,60,3,1
24380,38,0,165472,13,7,1,0,0,0,0,40,3,1
24381,39,0,99452,13,7,1,0,0,0,0,50,3,1
24382,27,0,84977,6,7,6,0,0,0,0,40,3,0
24383,35,0,240458,11,4,6,1,0,0,0,40,3,0
24384,51,0,230858,12,7,6,0,0,0,1977,60,3,1
24385,60,0,123218,12,7,11,0,0,0,0,40,3,0
24386,62,0,191118,12,7,13,0,0,7298,0,40,3,1
24387,38,0,115289,6,7,12,0,0,0,0,40,3,0
24388,37,0,373895,12,3,14,1,0,0,0,35,3,0
24389,43,0,152617,12,4,3,0,1,0,0,40,3,0
24390,49,1,72619,12,4,3,0,1,0,0,50,3,0
24391,17,0,41865,2,6,11,0,1,0,0,25,3,0
24392,32,0,190228,6,6,11,0,0,0,0,60,3,0
24393,23,0,193090,13,6,1,0,1,0,0,38,3,0
24394,28,0,138692,13,7,1,0,0,0,1887,40,3,1
24395,83,3,153183,13,7,13,0,0,0,2392,55,3,1
24396,25,0,181896,13,6,3,0,1,0,0,40,3,0
24397,42,0,268183,13,7,13,0,0,0,1485,60,3,0
24398,46,5,213668,11,6,11,0,0,0,0,40,3,0
24399,29,0,99369,13,6,1,2,1,0,0,50,3,0
24400,44,0,104196,10,7,13,0,0,0,0,45,3,1
24401,60,6,176839,15,7,10,0,0,0,0,45,3,1
24402,30,5,99502,1,4,0,4,1,0,0,40,3,0
24403,24,0,183410,12,6,10,0,1,0,0,17,3,0
24404,17,0,25690,2,6,11,0,1,0,0,10,3,0
24405,76,0,201986,11,2,13,0,1,0,0,16,3,0
24406,31,0,188961,9,6,5,0,1,0,0,40,3,0
24407,52,0,114971,12,7,6,0,0,0,0,40,3,1
24408,39,0,121468,13,6,13,3,1,0,0,35,3,0
24409,73,3,191540,13,7,10,0,0,0,0,50,3,1
24410,38,0,146398,6,6,11,1,1,0,0,24,3,0
24411,48,0,193553,6,4,11,1,1,0,0,20,3,0
24412,60,0,121127,2,2,10,0,1,0,0,40,3,0
24413,26,0,389856,6,6,4,0,0,0,0,40,3,0
24414,20,0,290504,6,6,11,0,0,0,0,40,3,0
24415,54,1,137065,14,6,13,0,1,0,0,40,3,1
24416,50,5,212685,6,7,11,1,0,0,0,40,3,0
24417,20,0,71475,12,6,3,0,1,0,0,40,3,0
24418,23,0,111450,12,6,3,1,0,0,0,22,3,0
24419,35,0,225860,1,7,6,0,0,0,0,40,3,1
24420,43,0,129853,2,6,12,1,0,0,0,40,3,0
24421,50,0,99925,6,7,3,0,0,0,0,32,3,0
24422,58,0,227800,4,3,8,1,0,0,0,50,3,0
24423,55,1,111130,9,4,3,3,0,0,0,40,3,0
24424,29,0,100764,13,7,13,0,0,0,0,45,3,1
24425,47,0,275095,12,4,12,0,1,0,0,40,3,0
24426,39,0,147500,6,7,1,1,1,0,0,40,3,0
24427,63,5,150079,6,7,3,0,1,0,0,35,3,1
